poetry@query	那你给我背一首唐诗吧！	o o o o o o o b-dynasty o o o
epg@query	湖南卫视现在演什么节目	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_time i-datetime_time o o o o o
stock@query	讯飞科技股票价格	b-name i-name i-name i-name o o o o
poetry@query	落花不是无情物的下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o o o o
cookbook@query	南瓜饼的做法。	b-ingredient i-ingredient i-ingredient o o o o
video@query	我是特种兵二	b-name i-name i-name i-name i-name i-name
email@launch	给我看邮件	o o o o o
train@query	帮我查一下明天去郑州的火车票	o o o o o b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o o
cookbook@query	干锅排骨虾怎么做？	b-dishname i-dishname i-dishname i-dishname b-ingredient o o o o
bus@query	上海回合肥怎么坐汽车	b-src i-src o b-dest i-dest o o o o o
video@query	歧路兄弟	b-name i-name i-name i-name
stock@riserate_query	中国石化的股票是涨还是跌	b-name i-name i-name i-name o o o o o o o o
map@position	查一下沿途的科大讯飞	o o o o o o b-location_poi i-location_poi i-location_poi i-location_poi
cinemas@date_query	咱们结婚吧什么时候播出	b-name i-name i-name i-name i-name o o o o o o
website@open	打开猫扑	o o b-name i-name
lottery@number_query	查看双色球开奖	o o b-name i-name i-name o o
health@query	唇腭裂。	b-keyword i-keyword i-keyword o
novel@query	我要看现代言情小说	o o o b-category i-category i-category i-category o o
telephone@dial	打电话给吴荣因	o o o o b-name i-name i-name
match@query	中超比分。	b-category i-category b-type i-type o
bus@query	北京到成都的汽车时刻表。	b-src i-src o b-dest i-dest o o o o o o o
music@play	来一首剑侠情缘	o o o b-song i-song i-song i-song
video@query	北疆战士	b-name i-name i-name i-name
app@launch	打开淘宝购物	o o b-name i-name i-name i-name
translation@translation	翻译今天出去玩	o o b-content i-content i-content i-content i-content
poetry@query	买，来一首诗李白的诗。	o o o o o o b-author i-author o o o
telephone@query	查看王老师的号码	o o b-name i-name i-name o o o
lottery@number_query	看一看七乐彩的信息	o o o b-name i-name i-name o o o
epg@look_back	回看上周末早上8点的湖南卫视	o o b-datetime_date i-datetime_date i-datetime_date b-datetime_time i-datetime_time i-datetime_time i-datetime_time o b-tvchannel i-tvchannel i-tvchannel i-tvchannel
translation@translation	苹果翻译成英语	b-content i-content o o o b-target i-target
cookbook@query	铁板烧怎么做？	b-dishname i-dishname i-dishname o o o o
cookbook@query	红烧排骨怎么做？啊？	b-dishname i-dishname i-dishname i-dishname o o o o o o
cookbook@query	小白菜拌豆腐怎么做呀？	o b-dishname i-dishname i-dishname i-dishname i-dishname o o o o o
video@query	查找90年代好评的武侠电影	o o b-decade i-decade i-decade i-decade b-payment i-payment o b-tag i-tag b-category i-category
epg@query	给我查下明天凌晨在放妈妈来了	o o o o b-datetime_date i-datetime_date b-datetime_time i-datetime_time o o b-name i-name i-name i-name
map@position	查询沿途的ktv	o o o o o b-location_poi i-location_poi i-location_poi
flight@query	查询上海到北京的航班。	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
video@query	找一下詹姆斯卡梅隆拍的电影	o o o b-artist i-artist i-artist i-artist i-artist i-artist o o b-category i-category
cookbook@query	鲜肉玉米羹怎么做？	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
video@query	有你才幸福	b-name i-name i-name i-name i-name
train@query	贵溪至泉州的火车票	b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o o
epg@query	你，湖南卫视正在播出什么？你。	o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o o o o
poetry@default	给我来首诗。	o o o o o o
cookbook@query	孙翠鱼怎么做？	b-ingredient i-ingredient i-ingredient o o o o
telephone@dial	我想打电话给李四	o o o o o o b-name i-name
cookbook@query	教我怎么做红烧肉	o o o o o b-dishname i-dishname i-dishname
epg@query	焦点访谈什么时候播	b-name i-name i-name i-name o o o o o
cookbook@query	怎样做糖醋排骨。	o o o b-dishname i-dishname i-dishname i-dishname o
novel@query	我要看魔幻学院小说	o o o b-category i-category i-category i-category o o
riddle@query	你说谜语给我猜。	o o b-category i-category o o o o
train@query	查一下济南到潍坊昌乐的火车	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city b-endloc_area i-endloc_area o o o
poetry@query	李白的诗词	b-author i-author o o o
cookbook@query	红烧牛肉面我想来一碗。	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o o o
cookbook@query	菠萝咕老肉的做法	b-dishname i-dishname i-dishname i-dishname i-dishname o o o
website@open	你帮我打开网站	o o o o o o o
video@query	最美的时光	b-name i-name i-name i-name i-name
news@play	该我读新闻。	o o o o o o
flight@query	7月25号去上海的航班。	b-startdate_date i-startdate_date i-startdate_date i-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o o
cookbook@query	鱼怎么做莱	b-ingredient o o o o
message@send	发送短信给陈群	o o o o o b-name i-name
video@query	新扎师妹	b-name i-name i-name i-name
match@query	2013年亚洲冠军联赛恒广州恒大比赛时间。	b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date b-category i-category i-category i-category i-category i-category o b-name i-name i-name i-name o o o o o
video@query	狸猫换太子	b-name i-name i-name i-name i-name
train@query	我要订一张到宁波的动车票	o o o o o o b-endloc_city i-endloc_city o b-category i-category o
poetry@default	念首诗听一下。	o o o o o o o
news@play	今天东莞新闻。	b-datetime_date i-datetime_date b-location_city i-location_city o o o
tvchannel@play	找深圳卫视	o b-name i-name i-name i-name
website@open	打开聚划算网站	o o b-name i-name i-name o o
telephone@dial	打石宝电话	o b-name i-name o o
telephone@dial	打电话给之山	o o o o b-name i-name
health@query	尿道炎怎么办	b-keyword i-keyword i-keyword o o o
message@sendcontacts	把唐玉明的手机号码发给李康	o b-name i-name i-name o b-category i-category o o o o b-receiver i-receiver
message@send	给园园发短信	o b-name i-name o o o
epg@query	央视精品节目	b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o
translation@translation	翻译我是一只狗	o o b-content i-content i-content i-content i-content
cinemas@query	艺轩电影院最近上映的电影有哪些	b-theatre i-theatre i-theatre i-theatre i-theatre o o o o o o o o o o
radio@launch	一起听听新疆人民广播电台	o o o o b-name i-name i-name i-name i-name i-name i-name i-name
video@query	我想看变形金刚三	o o o b-name i-name i-name i-name i-name
stock@query	中国建设银行的行情	o o b-name i-name i-name i-name o o o
map@route	从科大讯飞到天鹅湖怎么走能不走高速	o b-startloc_poi i-startloc_poi i-startloc_poi i-startloc_poi o b-endloc_poi i-endloc_poi i-endloc_poi o o o o o o o o
cookbook@query	红烧土豆怎么烧？	b-dishname i-dishname i-dishname i-dishname o o o o
map@position	河北在哪里	b-location_province i-location_province o o o
cookbook@query	麻辣烫做法。	b-dishname i-dishname i-dishname o o o
video@query	刑侦电视剧	b-tag i-tag b-category i-category i-category
health@query	近视眼怎么治疗	b-keyword i-keyword i-keyword o o o o
weather@query	合肥明天的湿度如何	b-location_city i-location_city b-datetime_date i-datetime_date o b-subfocus i-subfocus o o
video@query	生活大爆炸	b-name i-name i-name i-name i-name
stock@riserate_query	中国联通的股票涨还是跌	b-name i-name i-name i-name o o o o o o o
poetry@query	念首唐诗吧！	o o b-dynasty o o o
novel@query	我要看游戏异界小说	o o o b-category i-category i-category i-category o o
poetry@query	再来背一首毛泽东的诗词。	o o o o o b-author i-author i-author o o o o
epg@query	现在有什么好的电影呢？	b-datetime_time i-datetime_time o o o o o b-category i-category o o
cookbook@query	草虾尾怎样做。	o b-ingredient i-ingredient o o o o
cookbook@query	新疆大盘鸡的做法。	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
bus@query	从无锡市到西安市的汽车。	o b-src i-src i-src o b-dest i-dest i-dest o o o o
train@query	火车南京到衡水	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city
flight@query	后天去大连的航班	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
news@play	今天的新闻有什么？	b-datetime_date i-datetime_date o o o o o o o
health@query	得了肝癌怎么办？	o o b-keyword i-keyword o o o o
flight@query	查询一下明天广州到武汉的航班	o o o o b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
epg@query	明天什么节目啊？	b-datetime_date i-datetime_date o o b-category i-category o o
flight@query	查下上海到太原的机票	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
train@query	你会查火车票么	o o o o o o o
video@query	香港杜琪峰导演的喜剧孤男寡女	b-area i-area b-artist i-artist i-artist b-artistrole i-artistrole o b-tag i-tag b-name i-name i-name i-name
music@play	我想听星月神话	o o o b-song i-song i-song i-song
music@play	我听首歌	o o o o
video@query	请打开电影	o o o b-category i-category
news@play	后天新闻	b-datetime_date i-datetime_date o o
news@play	打开新闻	o o o o
novel@query	我要看灵异推理小说	o o o b-category i-category i-category i-category o o
map@route	导航到佛山大良汽车站	o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi
translation@translation	翻译光大银行	o o b-content i-content i-content i-content
app@launch	凯立德	b-name i-name i-name
epg@query	给我搜搜什么电视台什么时间有转播神探高伦布	o o o o o o o o o o o o o o o o b-name i-name i-name i-name i-name
music@play	我想听只对你有感觉	o o o b-song i-song i-song i-song i-song i-song
train@query	帮我查一下从开封到郑州的火车几点发	o o o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o
epg@query	什么电视台什么时间有转播仁心解码2	o o o o o o o o o o o o b-name i-name i-name i-name i-name
cookbook@query	福寿鱼怎么煮比较好吃？	b-ingredient i-ingredient i-ingredient o o o o o o o o
tvchannel@play	东方卫视高清频道	b-name i-name i-name i-name b-resolution i-resolution o o
app@launch	打开德州扑克	o o b-name i-name i-name i-name
train@query	帮我查一下广州到深圳的火车	o o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
train@query	厦门到赣州的火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
website@open	现在我也想上新浪网了	o o o o o o b-name i-name i-name o
stock@query	永辉超市股份的价格	b-name i-name i-name i-name o o o o o
cookbook@query	来做烧卖。	o o b-dishname i-dishname o
cookbook@query	赵柏田鸡怎么做啊？	o o b-ingredient i-ingredient o o o o o
video@query	杨三姐告状	b-name i-name i-name i-name i-name
map@route	查一下到长途汽车站去的最省钱的线路	o o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o b-type i-type i-type o o o
telephone@dial	帮我打电话给港铁轮	o o o o o o b-name i-name i-name
telephone@dial	打电话给一十一	o o o o b-name i-name i-name
bus@query	帮我查一下温州到汉中的汽车。	o o o o o b-src i-src o b-dest i-dest o o o o
flight@query	杭州到郑州飞机票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
match@query	我要听中超第二十，八轮的结果。	o o o b-category i-category o o o o o o o o o o
map@route	从这里到市中心怎么走	o o o o b-endloc_poi i-endloc_poi i-endloc_poi o o o
health@query	得了皮肤病怎么办？	o o b-keyword i-keyword i-keyword o o o o
tvchannel@play	很想看安徽卫视来着	o o o b-name i-name i-name i-name o o
translation@translation	中国移动通信的英语怎么说	b-content i-content i-content i-content i-content i-content o b-target i-target o o o
email@create	我要写条新邮件	o o o o o o o
epg@query	上周六发现之旅有演星跳水立方呢	o o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel o b-name i-name i-name i-name i-name i-name o
video@query	查雷神电影	o b-name i-name b-category i-category
train@query	查询安阳到郑州的动车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o b-category i-category
video@query	《武动乾坤》	o b-name i-name i-name i-name o
video@query	动画片巴啦啦小魔仙	b-tag i-tag b-category b-name i-name i-name i-name i-name i-name
bus@query	无锡到阜阳怎么坐汽车？	b-src i-src o b-dest i-dest o o o o o o
cookbook@query	嘉兴粽子。	b-dishname i-dishname i-dishname i-dishname o
health@query	得了灰指甲怎么办呢？	o o b-keyword i-keyword i-keyword o o o o o
cookbook@query	土豆怎么做才好吃？	b-ingredient i-ingredient o o o o o o o
video@query	海棉宝宝	b-name i-name i-name i-name
cookbook@query	给蛋炒饭怎么做？	o b-dishname i-dishname i-dishname o o o o
train@query	枣庄到淄博的火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
epg@query	cctv9明晚有转播仁心解码2呢	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_time i-datetime_time o o o b-name i-name i-name i-name i-name o
cookbook@query	简单的，糖醋排骨怎么做？	o o o o b-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	糖醋藕怎么做？	b-dishname i-dishname i-dishname o o o o
telephone@dial	打电话给张帕楼	o o o o b-name i-name i-name
website@open	打开江苏移动网上营业厅网页	o o b-name i-name i-name i-name i-name o o o o o o
map@route	从这里去瑞金路怎么走	o o o o b-endloc_poi i-endloc_poi i-endloc_poi o o o
news@play	是否还有其他关于钓鱼岛的新闻	o o o o o o o o b-keyword i-keyword i-keyword o o o
train@query	查一下苏州到洛阳的火车票	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
news@play	噗我想听新闻。	o o o o o o o
poetry@query	毛泽东的诗哦。	b-author i-author i-author o o o o
cookbook@query	红烧鱼块。	b-dishname i-dishname i-dishname i-dishname o
tvchannel@play	浙江台	b-name i-name i-name
health@query	得了艾滋病怎么办	o o b-keyword i-keyword i-keyword o o o
video@query	熊出没啊	b-name i-name i-name o
stock@query	查寻科大讯飞的股	o o b-name i-name i-name i-name o o
epg@query	世界军事中央台世界军事	b-name i-name i-name i-name b-tvchannel i-tvchannel i-tvchannel o o o o
translation@translation	西红柿用英语怎么说	b-content i-content i-content o b-target i-target o o o
translation@translation	一千五英语怎么说	b-content i-content i-content b-target i-target o o o
news@play	泰州新闻。	b-location_city i-location_city o o o
video@query	换到米老鼠	o o b-name i-name i-name
video@query	我想看爱情闯进门	o o o b-name i-name i-name i-name i-name
telephone@dial	呼叫琳琳	o o b-name i-name
lottery@number_query	看一看大乐透的信息	o o o b-name i-name i-name o o o
map@route	到鼓楼怎么走	o b-endloc_area i-endloc_area o o o
bus@query	温州到上海的车。	b-src i-src o b-dest i-dest o o o
stock@query	查询重庆水务股票	o o b-name i-name i-name i-name o o
music@play	来首快乐崇拜	o o b-song i-song i-song i-song
cookbook@query	你会不会做蛋糕只能回答哦。	o o o o o b-dishname i-dishname o o o o o o
